순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,연도,연봉(만원),WAR,후년연봉,연차
8,강민호,삼성,0.287,119,393,355,46,102,14,0,19,173,61,0,3,31,2,4,54,17,0.487,0.349,0.836,26,0.303,0.143,2020,125000,3.11,50000,17
4,강민호,삼성,0.291,123,462,406,55,118,22,0,18,194,67,0,7,45,4,4,53,18,0.478,0.361,0.839,34,0.25,0.25,2021,50000,3.91,60000,18
13,강민호,삼성,0.258,130,444,396,38,102,19,1,13,162,66,1,3,41,4,3,58,21,0.409,0.33,0.739,19,0.287,0.4,2022,60000,0.51,60000,19
4,강민호,삼성,0.29,125,495,434,60,126,19,0,16,193,77,1,5,49,4,6,65,17,0.445,0.366,0.811,32,0.301,0,2023,60000,2.61,40000,20
2,강백호,KT,0.33,129,574,500,95,165,36,1,23,272,89,0,3,66,9,5,93,7,0.544,0.411,0.955,48,0.32,0.5,2020,21000,5.81,31000,3
1,강백호,KT,0.347,142,627,516,76,179,40,1,16,269,102,0,8,103,10,0,85,7,0.521,0.45,0.971,53,0.34,0,2021,31000,7.26,55000,4
13,강백호,KT,0.245,62,264,237,24,58,12,0,6,88,29,1,2,23,2,1,44,6,0.371,0.312,0.683,18,0.23,0,2022,55000,-0.12,29000,5
11,강백호,KT,0.265,71,271,238,32,63,10,1,8,99,39,0,2,31,4,0,55,1,0.416,0.347,0.763,15,0.345,0.3,2023,29000,0.98,29000,6
14,강승호,두산,0.239,113,340,301,47,72,16,2,7,113,37,8,3,22,1,6,78,8,0.375,0.301,0.676,17,0.287,0,2021,5000,2.81,11500,9
9,강승호,두산,0.264,134,487,444,54,117,28,1,10,177,62,6,5,29,0,3,100,8,0.399,0.31,0.709,34,0.299,0.25,2022,11500,3.56,20000,10
8,강승호,두산,0.265,127,459,419,51,111,18,6,7,162,59,4,3,27,0,6,110,12,0.387,0.316,0.703,24,0.273,0.167,2023,20000,1.98,25500,11
6,강진성,NC,0.309,121,432,395,53,122,25,0,12,183,70,2,6,20,0,9,46,11,0.463,0.351,0.814,32,0.348,0.375,2020,3800,1.78,12000,9
11,강진성,SSG,0.261,58,145,134,10,35,6,1,3,52,17,1,1,6,0,3,20,2,0.388,0.306,0.694,8,0.275,0.15,2023,8000,0.2,8500,12
16,강현우,KT,0.2,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0.367,0.25,0.617,1,0.286,0,2020,2700,-0.46,3000,1
21,강현우,KT,0.194,53,111,103,11,20,6,0,1,29,11,1,0,6,0,1,17,3,0.282,0.245,0.527,3,0.206,0.167,2023,3000,-0.07,5000,4
23,고명준,SSG,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2021,3000,-0.08,3000,1
26,고명준,SSG,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2023,3000,-0.02,3000,3
3,고승민,롯데,0.316,92,262,234,31,74,15,1,5,106,30,2,1,25,0,0,47,6,0.453,0.381,0.834,17,0.328,0.455,2022,3800,2.05,7300,4
18,고승민,롯데,0.224,94,308,255,35,57,14,2,2,81,24,6,4,42,3,1,64,2,0.318,0.331,0.649,14,0.233,0.167,2023,7300,0.27,8000,5
3,고종욱,SSG,0.283,92,288,272,24,77,9,3,3,101,26,0,1,14,0,1,55,3,0.371,0.319,0.69,22,0.263,0.136,2020,17000,-0.17,11000,11
9,고종욱,KIA,0.283,62,114,106,13,30,7,1,2,45,14,1,0,7,0,0,21,2,0.425,0.327,0.752,6,0.296,0.297,2022,7000,0.46,7000,12
8,고종욱,KIA,0.296,114,286,270,35,80,17,0,3,106,39,0,2,14,0,0,58,3,0.393,0.329,0.722,18,0.346,0.295,2023,7000,1.29,15000,13
23,구본혁,LG,0.163,125,98,86,20,14,0,1,1,19,7,3,0,7,0,2,18,2,0.221,0.242,0.463,3,0.208,0,2020,4000,-0.25,6300,2
24,구본혁,LG,0.132,123,45,38,10,5,2,0,0,7,3,1,2,3,0,1,7,0,0.184,0.205,0.389,0,0.2,0,2021,6300,-0.08,7000,3
3,구자욱,삼성,0.307,118,510,446,70,137,27,2,15,213,78,1,4,51,3,8,91,4,0.478,0.385,0.863,40,0.336,0,2020,28000,3.96,36000,9
2,구자욱,삼성,0.306,139,610,543,107,166,30,10,22,282,88,1,12,48,3,6,98,9,0.519,0.361,0.88,45,0.283,0,2021,36000,5.56,250000,10
7,구자욱,삼성,0.293,99,442,409,69,120,23,3,5,164,38,1,2,27,2,3,84,7,0.401,0.34,0.741,32,0.248,0,2022,250000,0.91,200000,11
1,구자욱,삼성,0.336,119,515,453,65,152,37,1,11,224,71,2,3,53,2,4,81,5,0.494,0.407,0.901,50,0.395,0,2023,200000,5.44,200000,12
12,권동진,KT,0.254,86,86,67,21,17,5,0,1,25,6,1,0,18,0,0,30,0,0.373,0.412,0.785,2,0.125,0.25,2021,3000,0.4,4200,1
16,권희동,NC,0.26,123,426,346,67,90,16,0,12,142,50,6,5,58,0,11,72,6,0.41,0.379,0.789,19,0.286,0.316,2020,13500,2.75,17000,8
8,권희동,NC,0.263,55,171,133,25,35,3,0,8,62,26,1,3,29,1,5,24,4,0.466,0.406,0.872,6,0.345,0.429,2021,17000,1.39,11000,9
11,권희동,NC,0.227,82,280,238,30,54,5,1,5,76,22,2,1,31,1,8,44,3,0.319,0.335,0.654,13,0.218,0,2022,11000,1.07,9000,10
7,권희동,NC,0.285,96,373,309,33,88,16,0,7,125,63,4,5,49,0,6,50,4,0.405,0.388,0.793,23,0.327,0.4,2023,9000,2.18,15000,11
12,김강민,SSG,0.253,122,327,289,39,73,11,1,12,122,45,5,2,27,2,4,62,10,0.422,0.323,0.745,18,0.25,0.136,2020,35000,1.87,20000,20
16,김강민,SSG,0.238,122,260,223,43,53,11,1,8,90,27,3,3,25,1,6,52,3,0.404,0.327,0.731,9,0.222,0.3,2021,20000,1.39,16000,21
3,김강민,SSG,0.303,84,202,178,24,54,11,0,5,80,18,2,1,18,2,3,39,1,0.449,0.375,0.824,13,0.317,0.364,2022,16000,2.18,16000,22
25,김규성,KIA,0.178,103,182,157,21,28,2,1,3,41,11,11,0,13,0,1,40,1,0.261,0.246,0.507,5,0.194,0,2020,2900,-0.21,4500,4
28,김규성,KIA,0.139,54,41,36,8,5,1,0,0,6,2,0,0,5,0,0,17,0,0.167,0.244,0.411,0,0.25,0,2021,4500,-0.08,4300,5
17,김규성,KIA,0.18,70,52,50,14,9,0,1,1,14,4,1,0,1,0,0,12,0,0.28,0.196,0.476,0,0.077,0,2022,4300,-0.27,4500,6
14,김규성,KIA,0.234,99,177,158,29,37,6,1,2,51,11,5,0,13,0,1,43,2,0.323,0.297,0.62,9,0.178,0,2023,4500,0.86,5500,7
16,김기연,LG,0.222,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0.222,0.222,0.444,0,0.5,0,2022,3000,-0.04,3500,6
16,김도영,KIA,0.237,103,254,224,37,53,11,4,3,81,19,4,1,22,0,3,62,3,0.362,0.312,0.674,12,0.259,0.222,2022,3000,2.17,5000,1
4,김도영,KIA,0.303,84,385,340,72,103,20,5,7,154,47,2,4,38,1,1,62,14,0.453,0.371,0.824,27,0.312,0,2023,5000,3.88,10000,2
15,김동진,삼성,0.25,5,4,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0.5,0.25,0.75,0,0,0,2022,3100,-0.07,3300,1
8,김동진,삼성,0.262,44,137,122,14,32,7,0,0,39,8,3,2,9,0,1,26,4,0.32,0.313,0.633,7,0.25,0.333,2023,3300,1.04,4500,2
15,김동헌,키움,0.242,102,242,211,22,51,5,2,2,66,17,3,3,17,0,8,55,7,0.313,0.318,0.631,7,0.111,0,2023,3000,0.48,4000,1
28,김동혁,롯데,0,15,9,7,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0.222,0.222,0,0,0,2023,3000,0.03,3100,1
14,김민석,롯데,0.255,129,454,400,53,102,24,0,3,135,39,12,5,31,1,6,112,6,0.338,0.314,0.652,25,0.274,0,2023,3000,-0.21,8500,1
12,김민성,LG,0.266,87,333,297,29,79,20,0,5,114,47,4,4,24,2,4,66,8,0.384,0.325,0.709,20,0.321,0,2020,40000,0.54,40000,14
15,김민성,LG,0.222,121,426,360,35,80,22,0,8,126,39,11,5,42,2,8,73,7,0.35,0.313,0.663,19,0.207,0.111,2021,40000,2.71,18000,15
18,김민성,LG,0.207,92,157,140,16,29,4,0,3,42,20,3,1,10,0,3,27,4,0.3,0.273,0.573,4,0.211,0.214,2022,18000,-0.44,18000,16
13,김민수,롯데,0.25,3,10,8,1,2,0,0,0,2,0,0,0,2,0,0,4,0,0.25,0.4,0.65,1,0.333,0,2020,3000,0.15,3200,4
24,김민수,삼성,0.174,17,26,23,3,4,0,0,0,4,1,1,0,2,0,0,6,0,0.174,0.24,0.414,0,0.143,0,2020,4300,-0.04,4700,7
14,김민수,롯데,0.241,82,224,199,19,48,11,1,3,70,25,3,1,18,0,3,62,4,0.352,0.312,0.664,14,0.241,0.091,2021,3200,0.32,5300,5
10,김민수,삼성,0.263,47,87,76,9,20,5,0,3,34,13,2,2,6,0,1,13,2,0.447,0.318,0.765,5,0.217,0,2021,4700,0.24,6200,8
8,김민수,롯데,0.257,57,156,140,9,36,6,0,0,42,11,3,0,9,0,4,48,2,0.3,0.32,0.62,7,0.333,0.5,2022,5300,0.33,6300,6
11,김민식,KIA,0.251,69,238,211,22,53,6,1,2,67,21,6,2,17,0,2,28,3,0.318,0.31,0.628,14,0.245,0.462,2020,8800,0.91,8500,10
17,김민식,SSG,0.221,104,266,222,30,49,9,1,2,66,28,7,3,32,1,2,45,4,0.297,0.32,0.617,8,0.254,0.167,2022,9500,1.16,15000,11
19,김민식,SSG,0.218,122,318,266,28,58,9,1,5,84,34,17,2,31,1,2,57,6,0.316,0.302,0.618,15,0.28,0,2023,15000,1.7,15000,12
12,김민혁,KT,0.239,108,249,222,35,53,5,2,5,77,25,2,1,22,0,2,42,4,0.347,0.312,0.659,13,0.21,0.143,2020,9000,-0.03,6500,7
3,김민혁,KT,0.32,75,199,172,22,55,6,2,1,68,13,5,0,20,0,2,26,3,0.395,0.397,0.792,13,0.22,0.381,2021,6500,1.35,9000,8
23,김민혁,두산,0,6,8,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0.25,0.25,0,0,0,2021,3400,-0.07,3200,5
5,김민혁,KT,0.284,132,434,373,47,106,10,2,0,120,35,19,3,37,2,2,62,10,0.322,0.349,0.671,20,0.279,0.296,2022,9000,1.2,15000,9
8,김민혁,두산,0.284,38,97,88,11,25,2,0,5,42,16,0,0,7,0,2,25,6,0.477,0.351,0.828,5,0.32,0.294,2022,3200,0.01,4500,6
1,김민혁,KT,0.297,113,448,397,68,118,20,3,3,153,41,7,5,36,0,3,48,4,0.385,0.356,0.741,33,0.284,0.286,2023,15000,3.85,24000,10
26,김민혁,두산,0.138,21,36,29,2,4,1,0,0,5,3,0,2,4,0,1,9,3,0.172,0.25,0.422,0,0.125,0.111,2023,4500,-0.14,3800,7
20,김범석,LG,0.111,10,29,27,3,3,1,0,1,7,4,0,1,1,0,0,5,1,0.259,0.138,0.397,0,0.125,0,2023,3000,-0.37,3300,1
29,김병준,KT,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2023,3000,0,3100,1
25,김병휘,키움,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2020,2700,-0.02,3000,1
29,김병휘,키움,0.143,10,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0.19,0.143,0.333,1,0.5,0,2023,3200,-0.26,3300,4
5,김상수,삼성,0.304,120,471,404,71,123,18,3,5,162,47,2,2,55,1,8,55,16,0.401,0.397,0.798,33,0.311,0,2020,25000,3.06,25000,12
14,김상수,삼성,0.235,132,496,429,46,101,17,1,3,129,42,8,4,52,0,3,51,14,0.301,0.32,0.621,24,0.223,0.333,2021,25000,0.28,25000,13
10,김상수,KT,0.271,129,512,443,58,120,19,1,3,150,56,8,3,55,0,3,68,9,0.339,0.353,0.692,30,0.336,0.5,2023,50000,2.53,30000,15
4,김선빈,KIA,0.33,85,351,303,42,100,19,0,1,122,37,1,5,40,0,2,43,12,0.403,0.406,0.809,22,0.345,0.2,2020,45000,2.43,45000,13
2,김선빈,KIA,0.307,130,564,501,55,154,32,0,5,201,67,1,5,56,2,1,39,19,0.401,0.375,0.776,47,0.32,0,2021,45000,2.7,45000,14
8,김선빈,KIA,0.287,140,587,505,51,145,23,0,3,177,61,7,3,65,0,6,47,14,0.35,0.373,0.723,40,0.265,0.333,2022,45000,3.35,45000,15
3,김선빈,KIA,0.32,119,473,419,41,134,16,0,0,150,48,8,3,38,0,5,26,10,0.358,0.381,0.739,36,0.333,0,2023,45000,2.69,60000,16
17,김성욱,NC,0.223,93,204,179,28,40,10,0,6,68,16,3,1,16,0,5,63,7,0.38,0.303,0.683,12,0.102,0.077,2023,10000,0.34,9500,14
9,김성윤,삼성,0.286,9,9,7,1,2,1,0,0,3,0,0,0,1,0,1,1,0,0.429,0.444,0.873,0,0,0.5,2020,2900,0.01,3300,4
21,김성윤,삼성,0.167,30,19,18,7,3,0,0,0,3,2,0,1,0,0,0,5,0,0.167,0.158,0.325,0,0.4,0,2021,3300,-0.56,3800,5
22,김성윤,삼성,0.19,48,49,42,14,8,3,0,1,14,2,1,0,5,0,1,10,0,0.333,0.292,0.625,0,0.125,0.25,2022,3800,-0.29,4300,6
2,김성윤,삼성,0.314,101,272,245,40,77,4,6,2,99,28,4,5,14,0,4,35,2,0.404,0.354,0.758,24,0.293,0.222,2023,4300,2.23,10000,7
7,김성현,SSG,0.271,133,392,343,34,93,9,1,2,110,25,11,3,30,0,5,27,10,0.321,0.336,0.657,23,0.236,0.333,2020,21000,1.85,25000,15
3,김성현,SSG,0.283,110,274,237,27,67,15,0,6,100,37,4,4,29,0,0,29,8,0.422,0.356,0.778,16,0.266,0,2021,25000,2.01,20000,16
18,김성현,SSG,0.219,130,359,302,38,66,9,1,2,83,37,20,3,31,0,3,36,13,0.275,0.295,0.57,14,0.238,0.333,2022,20000,0.39,15000,17
8,김성현,SSG,0.268,112,354,310,35,83,14,0,1,100,27,13,2,29,1,0,36,6,0.323,0.328,0.651,22,0.23,0,2023,15000,1.55,20000,18
25,김수윤,NC,0.118,10,18,17,1,2,1,0,1,6,2,0,0,1,0,0,7,0,0.353,0.167,0.52,0,0.333,0,2022,3000,-0.06,3100,6
19,김수윤,NC,0.214,16,15,14,0,3,0,0,0,3,2,0,0,1,0,0,4,0,0.214,0.267,0.481,0,0.4,0.333,2023,3100,-0.18,3200,7
25,김시앙,키움,0.083,13,14,12,1,1,0,0,0,1,0,1,0,1,0,0,8,1,0.083,0.154,0.237,0,0,0,2022,3000,-0.24,3100,1
19,김시앙,키움,0.224,33,82,76,6,17,1,0,0,18,7,0,0,3,0,3,18,4,0.237,0.28,0.517,5,0.269,0,2023,3100,-0.37,3600,2
24,김영웅,삼성,0.187,55,103,91,11,17,6,0,2,29,12,3,1,8,0,0,28,2,0.319,0.25,0.569,0,0.227,0.25,2023,3200,0.21,3800,2
8,김웅빈,키움,0.275,73,235,207,25,57,13,0,8,94,31,5,3,17,1,3,65,6,0.454,0.335,0.789,12,0.197,0.2,2020,3700,-0.05,5600,5
11,김웅빈,키움,0.241,97,279,232,24,56,13,1,6,89,35,2,2,34,2,9,73,2,0.384,0.357,0.741,10,0.315,0.348,2021,5600,2.27,7000,6
10,김웅빈,키움,0.226,45,135,115,17,26,5,1,1,36,11,3,0,13,1,4,38,2,0.313,0.326,0.639,4,0.129,0.231,2022,7000,0.74,6000,7
25,김웅빈,키움,0.188,29,74,64,2,12,3,0,0,15,9,0,2,6,0,2,20,1,0.234,0.27,0.504,3,0.211,0.154,2023,6000,-0.64,5000,8
21,김인태,두산,0.202,77,110,84,15,17,5,0,1,25,13,2,1,21,0,2,13,3,0.298,0.37,0.668,1,0.2,0.214,2020,5000,0.4,6500,8
11,김인태,두산,0.259,133,418,344,51,89,15,1,8,130,46,5,4,62,0,3,67,10,0.378,0.373,0.751,20,0.337,0.381,2021,6500,3.42,14000,9
14,김인태,두산,0.247,83,279,235,25,58,6,0,5,79,25,0,0,41,1,3,47,6,0.336,0.366,0.702,11,0.246,0.25,2022,14000,1.88,10000,10
9,김인태,두산,0.255,47,115,98,8,25,5,0,1,33,14,1,0,15,0,1,26,1,0.337,0.36,0.697,4,0.313,0.316,2023,10000,0.38,9000,11
6,김인환,한화,0.261,113,429,398,48,104,14,0,16,166,54,0,4,24,2,3,111,4,0.417,0.305,0.722,26,0.203,0.273,2022,3200,2.42,6400,5
12,김인환,한화,0.225,112,365,325,34,73,16,0,7,110,42,0,3,35,2,2,91,4,0.338,0.301,0.639,16,0.254,0.136,2023,6400,0.23,6900,6
25,김재상,삼성,0.15,17,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0.3,0.227,0.527,0,0,0.25,2023,3000,-0.02,3200,1
3,김재성,삼성,0.335,63,185,161,16,54,10,0,3,73,26,1,3,18,0,2,40,4,0.453,0.402,0.855,14,0.311,0.286,2022,4500,1.17,7500,8
23,김재성,삼성,0.192,57,125,99,7,19,3,0,1,25,7,2,0,19,1,5,31,4,0.253,0.35,0.603,3,0.192,0.3,2023,7500,0.27,7000,9
25,김재현,키움,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2020,7000,-0.1,7000,10
15,김재현,키움,0.217,39,51,46,2,10,7,0,0,17,8,2,0,3,0,0,12,1,0.37,0.265,0.635,1,0.176,0,2021,7000,-0.25,6500,11
14,김재현,키움,0.207,56,88,82,4,17,4,0,1,24,9,2,1,2,0,1,19,3,0.293,0.233,0.526,3,0.286,0,2022,6500,-0.7,6500,12
8,김재호,두산,0.289,120,458,402,48,116,15,1,2,139,39,2,5,45,1,4,45,17,0.346,0.362,0.708,29,0.252,0,2020,65000,2.14,60000,17
19,김재호,두산,0.209,89,251,211,23,44,8,0,1,55,24,6,3,29,0,2,34,7,0.261,0.306,0.567,12,0.186,0.222,2021,60000,0.52,50000,18
22,김재호,두산,0.215,102,264,223,26,48,7,0,1,58,21,7,4,28,0,2,33,5,0.26,0.304,0.564,8,0.149,0.2,2022,50000,0.57,50000,19
4,김재호,두산,0.283,91,302,247,32,70,13,0,3,92,29,15,2,30,2,8,24,11,0.372,0.376,0.748,17,0.303,0.222,2023,50000,3.3,30000,20
11,김재환,두산,0.266,140,614,516,82,137,26,1,30,255,113,0,6,91,3,1,154,14,0.494,0.373,0.867,33,0.278,1,2020,65000,3.58,76000,13
7,김재환,두산,0.274,137,566,475,86,130,23,2,27,238,102,0,5,81,3,5,127,9,0.501,0.382,0.883,40,0.338,0.5,2021,76000,4.77,150000,14
13,김재환,두산,0.248,128,517,448,64,111,24,1,23,206,72,0,4,61,4,4,133,5,0.46,0.34,0.8,22,0.271,0.333,2022,150000,2.75,150000,15
17,김재환,두산,0.22,132,484,405,40,89,15,0,10,134,46,0,2,72,4,5,100,8,0.331,0.343,0.674,21,0.264,0.214,2023,150000,0.48,150000,16
20,김주성,LG,0.167,3,7,6,1,1,0,0,1,4,1,0,0,1,0,0,3,0,0.667,0.286,0.953,0,0,0,2021,3100,-0.16,3300,6
16,김주성,LG,0.2,11,7,5,1,1,0,0,0,1,0,0,0,1,0,1,2,0,0.2,0.429,0.629,0,0,0,2023,3400,-0.09,3500,8
14,김주원,NC,0.241,69,189,166,20,40,7,1,5,64,16,2,2,17,0,2,57,5,0.386,0.316,0.702,4,0.162,1,2021,3000,1.01,6000,1
12,김주원,NC,0.223,96,326,273,35,61,9,3,10,106,47,9,0,30,1,14,89,4,0.388,0.331,0.719,13,0.293,0.333,2022,6000,4.29,9000,2
16,김주원,NC,0.233,127,474,403,56,94,9,2,10,137,54,8,4,44,1,15,106,6,0.34,0.328,0.668,21,0.267,0,2023,9000,2.22,16000,3
17,김주형,키움,0.233,39,50,43,8,10,3,0,1,16,6,1,0,4,0,2,10,0,0.372,0.327,0.699,1,0.333,0,2020,2700,0.24,3700,2
19,김주형,키움,0.18,36,70,50,5,9,3,0,0,12,5,3,0,4,0,13,15,0,0.24,0.388,0.628,1,0.364,1,2021,3700,-0.11,4500,3
16,김주형,키움,0.2,55,130,110,16,22,7,1,1,34,5,2,1,4,0,13,29,4,0.309,0.305,0.614,4,0,0.5,2022,4500,-0.12,5500,4
27,김주형,키움,0.147,46,81,68,5,10,2,0,0,12,4,3,0,9,0,1,27,2,0.176,0.256,0.432,0,0.125,0.5,2023,5500,-0.73,4500,5
23,김준태,KT,0.195,58,149,128,17,25,5,0,4,42,15,0,2,18,0,1,40,3,0.328,0.295,0.623,3,0.154,0.182,2021,6500,0.91,6500,9
7,김준태,KT,0.273,98,270,231,28,63,16,1,4,93,27,3,3,33,1,0,77,4,0.403,0.36,0.763,16,0.25,0.182,2022,6500,1.63,10000,10
17,김준태,KT,0.209,69,136,115,10,24,4,0,3,37,23,1,0,19,0,1,32,3,0.322,0.326,0.648,2,0.4,0.3,2023,10000,0.72,10000,11
16,김지찬,삼성,0.232,135,287,254,47,59,5,1,1,69,13,5,2,24,0,2,44,1,0.272,0.301,0.573,8,0.194,0.333,2020,2700,1.04,7000,1
9,김지찬,삼성,0.274,120,336,296,50,81,6,0,1,90,26,10,3,27,0,0,31,0,0.304,0.331,0.635,20,0.278,0.333,2021,7000,1.23,11000,2
8,김지찬,삼성,0.28,113,429,361,62,101,7,6,0,120,25,19,2,45,0,2,64,2,0.332,0.361,0.693,24,0.262,0.286,2022,11000,3.79,16000,3
3,김지찬,삼성,0.292,99,355,291,59,85,4,2,1,96,18,7,0,48,0,9,36,1,0.33,0.408,0.738,22,0.274,0.167,2023,16000,2.46,16000,4
17,김찬형,SSG,0.229,36,53,48,6,11,3,0,1,17,5,2,0,2,0,1,10,1,0.354,0.275,0.629,2,0.417,0,2023,5000,0,5000,8
21,김창평,SSG,0.192,35,90,78,10,15,4,1,0,21,7,0,1,11,0,0,16,2,0.269,0.289,0.558,3,0.3,0,2020,3000,0.26,3000,2
12,김태군,NC,0.292,80,131,113,16,33,6,0,1,42,18,7,1,6,0,4,14,3,0.372,0.347,0.719,6,0.323,0.333,2020,20000,1.25,20000,13
