순위,선수명,팀명,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,연도,현재연봉,WAR_x,예측연봉,tier,salary_changed,mean_ERA,park_factor
7,폰트,SSG,3.46,25,8,5,0,0,0.615,145.0,0.6,114,45,6,157,66,56,1.09,0,0,13,0,604,2526,0.211,22,1,8,4,1,2,1,2021,85000.0,4.09,110000.0,0.0,25000.0,4.438151658767772,1027
8,박민호,SSG,3.73,40,4,0,0,5,1.0,41.0,45.0,3,11,4,19,18,17,1.37,0,0,0,3,177,703,0.283,5,0,3,0,0,0,0,2021,10000.0,0.65,12000.0,3.0,2000.0,4.438151658767772,1027
10,장지훈,SSG,3.92,60,2,5,1,10,0.286,80.0,0.3,84,19,4,51,40,35,1.28,0,0,0,2,342,1239,0.268,12,2,5,1,1,1,1,2021,3000.0,1.33,10500.0,4.0,7500.0,4.438151658767772,1027
14,김태훈,SSG,4.97,65,2,4,1,16,0.333,58.0,55.0,7,38,10,49,35,32,1.6,0,0,0,7,269,1012,0.253,5,0,3,1,3,4,1,2021,16000.0,0.94,15000.0,1.0,-1000.0,4.438151658767772,1027
19,이태양,SSG,5.73,40,5,10,0,4,0.333,103.0,0.6,123,32,1,62,66,66,1.5,0,0,4,0,456,1644,0.298,23,1,5,5,1,2,0,2021,10000.0,0.74,12000.0,2.0,2000.0,4.438151658767772,1027
20,최민준,SSG,5.86,38,3,3,0,4,0.5,86.0,93.0,11,50,7,62,56,56,1.66,0,0,1,1,398,1672,0.278,17,0,3,4,0,5,1,2021,3000.0,0.63,6500.0,2.0,3500.0,4.438151658767772,1027
22,오원석,SSG,5.89,33,7,6,0,2,0.538,110.0,125.0,11,73,10,95,84,72,1.8,0,0,5,0,530,2098,0.283,20,3,1,5,1,2,1,2021,2700.0,-0.06,6500.0,2.0,3800.0,4.438151658767772,1027
2,정철원,두산,3.1,58,4,3,3,23,0.571,72.0,0.6,60,26,2,47,26,25,1.18,0,0,0,3,294,1162,0.232,12,2,5,2,2,7,0,2022,3000.0,1.68,10000.0,4.0,7000.0,4.14504412393272,953
4,홍건희,두산,3.48,58,2,9,18,9,0.182,62.0,58.0,5,21,2,60,30,24,1.27,0,0,0,4,265,1009,0.25,9,0,6,4,3,4,0,2022,25000.0,0.36,30000.0,1.0,5000.0,4.14504412393272,953
5,브랜든,두산,3.6,11,5,3,0,0,0.625,65.0,56.0,5,24,1,40,29,26,1.23,0,0,5,0,276,1103,0.228,10,0,3,2,0,2,1,2022,15000.0,1.62,23000.0,1.0,8000.0,4.14504412393272,953
5,최원준,두산,3.6,30,8,13,0,0,0.381,165.0,183.0,21,37,7,113,80,66,1.33,0,0,16,0,713,2755,0.279,31,2,6,6,0,1,1,2022,34000.0,3.43,33000.0,0.0,-1000.0,4.14504412393272,953
9,김명신,두산,3.62,68,3,3,0,10,0.5,79.0,0.6,75,25,3,61,33,32,1.26,0,0,0,0,333,1274,0.253,9,2,3,6,0,4,0,2022,10000.0,0.93,14500.0,4.0,4500.0,4.14504412393272,953
11,곽빈,두산,3.78,27,8,9,0,0,0.471,147.0,0.6,143,60,11,138,69,62,1.37,0,0,10,0,645,2565,0.253,30,0,7,2,1,9,1,2022,6500.0,3.53,14000.0,0.0,7500.0,4.14504412393272,953
15,이영하,두산,4.93,21,6,8,0,0,0.429,98.0,0.6,109,57,6,83,65,54,1.68,0,0,6,0,462,1838,0.283,14,1,7,7,1,8,0,2022,16000.0,0.51,12000.0,2.0,-4000.0,4.14504412393272,953
16,최승용,두산,5.3,48,3,7,0,5,0.3,93.0,0.3,104,43,2,64,59,55,1.58,0,0,2,0,423,1763,0.278,15,4,4,0,0,1,1,2022,3500.0,0.92,6000.0,2.0,2500.0,4.14504412393272,953
22,박신지,두산,6.71,29,1,6,0,0,0.143,61.0,0.6,84,40,5,38,50,46,2.01,0,0,0,0,313,1199,0.326,12,1,6,4,0,4,0,2022,3100.0,-0.46,3600.0,4.0,500.0,4.14504412393272,953
4,윤산흠,한화,2.67,37,1,1,0,3,0.5,33.0,0.6,23,30,2,46,12,10,1.57,0,0,0,2,155,683,0.189,7,0,1,0,4,6,0,2022,3100.0,0.9,4800.0,3.0,1700.0,4.14504412393272,995
7,장민재,한화,3.55,32,7,8,0,0,0.467,126.0,0.6,124,39,4,75,54,50,1.29,0,0,3,0,531,2117,0.259,18,2,4,5,1,3,0,2022,7600.0,3.03,11500.0,2.0,3900.0,4.14504412393272,995
8,페냐,한화,3.72,13,5,4,0,0,0.556,67.0,0.6,63,30,4,72,33,28,1.37,0,0,5,0,293,1211,0.247,10,2,3,1,0,4,0,2022,40000.0,1.33,55000.0,4.0,15000.0,4.14504412393272,995
12,강재민,한화,4.21,56,4,8,7,7,0.333,51.0,0.3,44,29,4,39,26,24,1.42,0,0,0,5,232,911,0.228,5,1,5,1,8,1,0,2022,15000.0,0.22,15000.0,1.0,0.0,4.14504412393272,995
13,김민우,한화,4.36,29,6,11,0,0,0.353,163.0,143.0,16,84,8,129,82,79,1.39,1,0,13,0,711,2752,0.237,40,1,11,4,8,13,0,2022,19100.0,3.09,22800.0,0.0,3700.0,4.14504412393272,995
14,김범수,한화,4.36,78,3,7,0,27,0.3,66.0,64.0,5,35,3,58,36,32,1.5,0,0,0,5,289,1137,0.261,13,0,5,1,5,2,0,2022,9680.0,0.55,14100.0,1.0,4420.0,4.14504412393272,995
15,장시환,한화,4.38,64,0,5,14,9,0.0,63.0,0.6,57,33,1,67,37,31,1.41,0,0,0,5,280,1182,0.239,14,2,7,1,4,2,0,2022,21000.0,0.24,28000.0,4.0,7000.0,4.14504412393272,995
16,김종수,한화,4.4,52,3,4,1,6,0.429,45.0,39.0,5,21,2,45,30,22,1.33,0,0,0,3,197,823,0.236,15,1,4,5,1,1,1,2022,7900.0,-0.68,8900.0,3.0,1000.0,4.14504412393272,995
17,박윤철,한화,4.59,11,0,3,0,0,0.0,33.0,0.3,41,23,2,16,22,17,1.92,0,0,0,0,164,643,0.301,7,0,1,2,0,2,1,2022,3200.0,0.07,3400.0,3.0,200.0,4.14504412393272,995
23,이민우,한화,6.25,25,1,1,0,0,0.5,44.0,0.6,60,17,3,23,33,31,1.72,0,0,0,0,206,807,0.324,9,2,0,1,0,1,0,2022,4800.0,-0.27,5100.0,3.0,300.0,4.14504412393272,995
25,남지민,한화,6.37,22,2,11,0,0,0.154,89.0,109.0,9,45,3,41,68,63,1.73,0,0,3,0,418,1554,0.298,19,1,1,3,0,5,0,2022,3300.0,-0.16,4300.0,4.0,1000.0,4.14504412393272,995
6,파노니,KIA,2.72,14,3,4,0,0,0.429,82.0,0.6,78,24,2,73,33,25,1.23,0,0,8,0,348,1404,0.248,6,1,7,1,0,5,0,2022,30000.0,2.63,35000.0,4.0,5000.0,4.14504412393272,989
7,이준영,KIA,2.91,75,1,1,1,17,0.5,46.0,0.3,41,26,0,42,17,15,1.45,0,0,0,1,202,797,0.238,8,0,4,0,3,0,0,2022,6700.0,1.22,14000.0,3.0,7300.0,4.14504412393272,989
8,장현식,KIA,3.12,54,2,3,1,19,0.4,52.0,54.0,4,26,1,40,20,18,1.54,0,0,0,5,233,909,0.266,11,2,1,2,3,4,0,2022,20000.0,0.76,19000.0,1.0,-1000.0,4.14504412393272,989
9,전상현,KIA,3.3,50,5,5,2,16,0.5,46.0,0.3,42,16,0,53,20,17,1.25,0,0,0,3,195,712,0.244,10,0,5,2,2,2,0,2022,11000.0,0.96,13500.0,3.0,2500.0,4.14504412393272,989
10,정해영,KIA,3.38,55,3,7,32,0,0.3,56.0,54.0,3,18,0,43,21,21,1.29,0,0,0,4,238,914,0.252,12,1,4,2,1,0,0,2022,17000.0,1.17,23000.0,1.0,6000.0,4.14504412393272,989
11,양현종,KIA,3.85,30,12,7,0,0,0.632,175.0,0.3,170,50,3,141,86,75,1.25,0,0,16,0,743,2856,0.253,33,3,9,9,1,3,0,2022,100000.0,3.07,50000.0,0.0,-50000.0,4.14504412393272,989
12,이의리,KIA,3.86,29,10,10,0,0,0.5,154.0,128.0,18,74,9,161,79,66,1.31,0,0,12,0,671,2649,0.221,26,4,4,6,0,7,0,2022,9000.0,2.32,15000.0,0.0,6000.0,4.14504412393272,989
13,임기영,KIA,4.24,26,4,13,1,0,0.235,129.0,0.3,137,36,5,82,63,61,1.34,0,0,10,0,555,2083,0.273,25,1,9,4,1,2,0,2022,14000.0,2.51,15000.0,2.0,1000.0,4.14504412393272,989
15,윤중현,KIA,5.03,47,3,1,0,5,0.75,53.0,0.6,63,14,5,27,32,30,1.43,0,0,0,1,240,878,0.294,8,0,6,1,0,1,0,2022,6500.0,-0.07,7900.0,1.0,1400.0,4.14504412393272,989
22,김재열,KIA,6.07,47,1,2,1,5,0.333,43.0,45.0,5,22,1,36,33,29,1.56,0,0,0,1,193,758,0.269,10,2,1,2,2,3,0,2022,3900.0,-0.33,6000.0,3.0,2100.0,4.14504412393272,989
1,김민수,KT,1.9,76,5,4,3,30,0.556,80.0,0.6,66,15,6,91,19,17,1.0,0,0,0,5,327,1213,0.221,13,1,4,4,3,6,0,2022,11500.0,2.53,25000.0,4.0,13500.0,4.14504412393272,1039
5,벤자민,KT,2.7,17,5,4,0,0,0.556,96.0,0.6,75,24,4,77,34,29,1.02,0,0,11,0,385,1449,0.216,9,1,4,5,2,3,1,2022,23100.0,3.1,100000.0,4.0,76900.0,4.14504412393272,1039
8,이채호,KT,2.95,38,5,0,0,3,1.0,36.0,0.6,28,13,6,32,13,12,1.12,0,0,0,0,156,590,0.211,11,0,3,1,2,2,0,2022,3000.0,0.45,6000.0,3.0,3000.0,4.14504412393272,1039
9,엄상백,KT,2.95,33,11,2,0,0,0.846,140.0,0.3,125,46,4,139,52,46,1.22,0,0,10,0,581,2323,0.239,24,2,1,6,0,1,0,2022,8000.0,4.13,20000.0,0.0,12000.0,4.14504412393272,1039
10,소형준,KT,3.05,27,13,6,0,0,0.684,171.0,0.3,158,39,5,117,68,58,1.15,0,0,18,0,703,2499,0.243,16,6,8,2,1,6,0,2022,20000.0,4.7,32000.0,0.0,12000.0,4.14504412393272,1039
11,김재윤,KT,3.26,61,9,7,33,0,0.563,66.0,0.3,46,21,0,78,26,24,1.01,0,0,0,6,267,1020,0.19,6,0,3,1,6,2,1,2022,28000.0,1.73,36000.0,1.0,8000.0,4.14504412393272,1039
12,고영표,KT,3.26,28,13,8,0,0,0.619,182.0,0.3,191,23,16,156,69,66,1.17,1,1,21,0,758,2617,0.269,31,3,6,4,1,1,0,2022,30000.0,5.31,43000.0,0.0,13000.0,4.14504412393272,1039
13,박영현,KT,3.66,52,0,1,0,2,0.0,51.0,0.6,46,20,0,55,23,21,1.28,0,0,0,1,219,926,0.235,8,0,1,2,1,3,0,2022,3000.0,0.59,6100.0,1.0,3100.0,4.14504412393272,1039
15,주권,KT,3.91,58,3,3,1,15,0.5,50.0,0.6,58,8,0,31,22,22,1.3,0,0,0,1,203,754,0.304,7,1,3,1,0,0,0,2022,29500.0,1.01,29500.0,3.0,0.0,4.14504412393272,1039
17,배제성,KT,4.21,24,3,9,0,0,0.25,107.0,103.0,8,46,1,89,56,50,1.39,0,0,9,0,458,1824,0.256,15,2,5,3,0,8,0,2022,27000.0,1.54,20000.0,2.0,-7000.0,4.14504412393272,1039
1,김재웅,키움,2.01,65,3,2,13,27,0.6,62.0,0.6,39,29,4,56,14,14,1.09,0,0,0,2,254,1043,0.179,8,1,3,0,2,4,0,2022,10400.0,2.74,22000.0,1.0,11600.0,4.14504412393272,976
3,안우진,키움,2.11,30,15,8,0,0,0.652,196.0,131.0,4,55,4,224,51,46,0.95,1,0,24,0,766,3003,0.188,36,4,5,4,1,7,1,2022,15000.0,8.45,35000.0,0.0,20000.0,4.14504412393272,976
4,요키시,키움,2.57,30,10,8,0,0,0.556,185.0,0.3,169,33,5,154,61,53,1.09,0,0,22,0,746,2912,0.244,31,3,12,2,0,2,0,2022,90000.0,6.25,120000.0,0.0,30000.0,4.14504412393272,976
6,문성현,키움,3.27,45,0,1,13,9,0.0,41.0,0.3,34,14,1,32,16,15,1.16,0,0,0,4,168,692,0.224,5,0,1,0,0,2,0,2022,3500.0,0.87,7000.0,3.0,3500.0,4.14504412393272,976
7,하영민,키움,3.43,41,5,3,0,2,0.625,39.0,0.3,35,21,0,23,27,15,1.42,0,0,0,0,178,667,0.235,8,2,4,4,0,2,0,2022,4000.0,-0.57,6500.0,3.0,2500.0,4.14504412393272,976
8,이승호,키움,3.58,53,3,2,10,10,0.6,50.0,0.3,44,27,3,44,20,20,1.41,0,0,0,3,215,820,0.249,9,0,6,2,1,6,0,2022,8500.0,0.76,12800.0,3.0,4300.0,4.14504412393272,976
15,양현,키움,5.15,25,3,2,2,5,0.6,36.0,0.6,39,17,1,14,23,21,1.53,0,0,0,1,167,611,0.273,5,0,3,3,2,1,0,2022,10000.0,-0.19,8500.0,3.0,-1500.0,4.14504412393272,976
15,김선기,키움,5.15,26,3,1,1,4,0.75,36.0,0.6,39,19,2,30,24,21,1.58,0,0,0,1,167,640,0.277,9,0,0,4,1,1,0,2022,6300.0,0.02,7300.0,3.0,1000.0,4.14504412393272,976
18,정찬헌,키움,5.36,20,5,6,0,0,0.455,87.0,0.3,106,28,6,42,55,52,1.53,0,0,5,0,390,1395,0.302,21,0,1,4,2,3,0,2022,28000.0,0.6,10000.0,4.0,-18000.0,4.14504412393272,976
4,고우석,LG,1.48,61,4,2,42,0,0.667,60.0,0.6,37,21,1,80,12,10,0.96,0,0,0,2,240,970,0.173,7,1,3,1,4,5,0,2022,27000.0,2.65,43000.0,1.0,16000.0,4.14504412393272,953
5,이우찬,LG,1.81,36,5,0,0,2,1.0,44.0,0.6,29,21,1,42,10,9,1.12,0,0,0,0,182,710,0.185,4,0,2,1,1,4,0,2022,5000.0,1.13,12000.0,3.0,7000.0,4.14504412393272,953
11,플럿코,LG,2.39,28,15,5,0,0,0.75,162.0,125.0,13,38,2,149,53,43,1.01,0,0,18,0,644,2578,0.21,18,2,4,5,2,5,0,2022,50000.0,5.26,80000.0,0.0,30000.0,4.14504412393272,953
12,진해수,LG,2.4,64,4,0,0,12,1.0,45.0,39.0,1,11,1,35,13,12,1.11,0,0,0,1,180,696,0.238,6,3,3,1,0,2,0,2022,30000.0,1.07,25000.0,3.0,-5000.0,4.14504412393272,953
14,켈리,LG,2.54,27,16,4,0,0,0.8,166.0,0.3,144,35,2,153,50,47,1.08,0,0,19,0,664,2515,0.232,10,4,2,4,0,3,0,2022,90000.0,5.26,105000.0,0.0,15000.0,4.14504412393272,953
15,정우영,LG,2.64,67,2,3,0,35,0.4,58.0,48.0,3,32,6,40,18,17,1.38,0,0,0,4,248,934,0.23,3,2,0,1,5,0,0,2022,28000.0,0.87,40000.0,1.0,12000.0,4.14504412393272,953
16,김진성,LG,3.1,67,6,3,0,12,0.667,58.0,44.0,6,22,1,54,21,20,1.14,0,0,0,2,236,919,0.212,6,1,3,2,3,2,0,2022,10000.0,0.86,20000.0,1.0,10000.0,4.14504412393272,953
17,김윤식,LG,3.31,23,8,5,0,0,0.615,114.0,0.3,125,27,1,81,46,42,1.33,0,0,11,0,483,1793,0.28,22,1,6,3,2,4,0,2022,7000.0,2.7,15000.0,2.0,8000.0,4.14504412393272,953
18,이정용,LG,3.34,65,4,4,1,22,0.5,59.0,0.3,53,18,2,40,26,22,1.2,0,0,0,5,250,979,0.239,12,1,4,4,3,3,0,2022,14000.0,0.24,24000.0,1.0,10000.0,4.14504412393272,953
21,최동환,LG,4.14,47,0,1,0,0,0.0,50.0,45.0,5,17,1,30,23,23,1.24,0,0,0,0,210,792,0.239,7,1,1,3,0,3,0,2022,6000.0,0.22,10500.0,3.0,4500.0,4.14504412393272,953
24,임찬규,LG,5.04,23,6,11,0,0,0.353,103.0,0.6,113,39,7,75,60,58,1.47,0,0,3,0,459,1692,0.281,13,3,5,6,0,3,0,2022,20000.0,0.72,17000.0,2.0,-3000.0,4.14504412393272,953
2,스트레일리,롯데,2.31,11,4,2,0,0,0.667,62.0,0.3,54,22,6,55,24,16,1.22,0,0,6,0,260,1042,0.236,8,0,2,1,0,2,0,2022,40000.0,2.44,100000.0,1.0,60000.0,4.14504412393272,1034
3,구승민,롯데,2.9,73,2,4,0,26,0.333,62.0,46.0,3,35,1,77,20,20,1.31,0,0,0,1,263,1069,0.205,8,1,3,0,4,7,0,2022,18100.0,1.89,24860.0,1.0,6760.0,4.14504412393272,1034
4,반즈,롯데,3.62,31,12,12,0,0,0.5,186.0,0.3,176,47,18,160,87,75,1.2,0,0,18,0,788,2945,0.249,27,5,9,6,1,7,0,2022,46000.0,5.7,85000.0,0.0,39000.0,4.14504412393272,1034
5,김도규,롯데,3.71,55,4,4,3,8,0.5,51.0,48.0,2,19,4,45,26,21,1.31,0,0,0,0,218,875,0.25,8,1,1,2,2,3,0,2022,5700.0,0.96,9500.0,1.0,3800.0,4.14504412393272,1034
6,박세웅,롯데,3.89,28,10,11,0,0,0.476,157.0,0.3,179,32,8,146,80,68,1.34,0,0,13,0,679,2599,0.284,32,4,8,1,1,8,0,2022,26000.0,3.97,150000.0,0.0,124000.0,4.14504412393272,1034
7,김원중,롯데,3.98,43,2,3,17,2,0.4,43.0,40.0,4,16,0,60,21,19,1.3,0,0,0,3,187,747,0.24,10,1,4,0,3,3,0,2022,28000.0,0.63,25200.0,3.0,-2800.0,4.14504412393272,1034
8,나균안,롯데,3.98,39,3,8,0,2,0.273,117.0,0.6,125,37,3,123,55,52,1.38,0,0,6,3,506,1961,0.273,36,3,5,3,1,6,0,2022,5800.0,2.73,10900.0,2.0,5100.0,4.14504412393272,1034
9,최준용,롯데,4.06,68,3,4,14,6,0.429,71.0,63.0,10,20,6,80,35,32,1.17,0,0,0,3,303,1122,0.237,13,0,7,4,3,4,0,2022,10700.0,1.28,15800.0,1.0,5100.0,4.14504412393272,1034
11,이인복,롯데,4.19,26,9,9,0,1,0.5,126.0,0.6,153,30,4,71,63,59,1.44,0,0,8,0,547,2027,0.303,22,1,2,6,0,4,0,2022,8500.0,3.48,14500.0,2.0,6000.0,4.14504412393272,1034
14,서준원,롯데,4.8,33,3,3,0,2,0.5,60.0,65.0,3,23,5,45,32,32,1.47,0,0,0,0,265,1040,0.278,10,1,3,0,0,2,0,2022,8400.0,1.14,9500.0,1.0,1100.0,4.14504412393272,1034
19,문경찬,롯데,5.8,38,1,2,0,1,0.333,40.0,0.3,51,13,1,31,27,26,1.59,0,0,0,1,184,646,0.311,11,0,3,3,1,2,1,2022,9000.0,-0.13,7200.0,3.0,-1800.0,4.14504412393272,1034
20,이민석,롯데,5.88,27,1,1,0,5,0.5,33.0,0.6,43,19,2,37,27,22,1.84,0,0,0,0,167,645,0.305,8,0,4,1,1,3,0,2022,3000.0,-0.2,4100.0,3.0,1100.0,4.14504412393272,1034
22,김진욱,롯데,6.36,14,2,5,0,0,0.286,46.0,0.6,43,35,8,52,36,33,1.67,0,0,2,0,227,904,0.244,8,1,4,4,1,4,0,2022,5100.0,0.31,5600.0,1.0,500.0,4.14504412393272,1034
1,이용찬,NC,2.08,59,3,3,22,0,0.5,60.0,0.6,56,13,3,61,16,14,1.14,0,0,0,4,253,952,0.238,6,1,1,1,0,1,0,2022,40000.0,2.24,40000.0,1.0,0.0,4.14504412393272,1013
2,구창모,NC,2.1,19,11,5,0,0,0.688,111.0,0.6,92,29,4,108,32,26,1.08,0,0,11,0,451,1756,0.224,16,0,6,1,0,7,0,2022,19000.0,4.85,60000.0,2.0,41000.0,4.14504412393272,1013
6,김시훈,NC,3.24,59,4,5,0,11,0.444,83.0,0.3,75,43,4,79,35,30,1.42,0,0,1,2,365,1449,0.24,10,0,4,2,0,2,1,2022,3000.0,1.98,9000.0,4.0,6000.0,4.14504412393272,1013
10,김영규,NC,3.41,72,2,7,1,13,0.222,66.0,56.0,5,22,7,46,26,25,1.18,0,0,0,6,269,985,0.242,8,2,7,2,4,3,0,2022,9500.0,1.27,14000.0,1.0,4500.0,4.14504412393272,1013
14,송명기,NC,4.51,25,5,7,0,0,0.417,107.0,0.6,116,54,15,106,67,54,1.58,0,0,5,0,496,2047,0.276,21,4,3,3,0,9,0,2022,13000.0,1.33,13000.0,2.0,0.0,4.14504412393272,1013
16,신민혁,NC,4.56,26,4,9,0,0,0.308,118.0,0.3,128,31,10,105,64,60,1.34,0,0,8,0,521,2010,0.275,30,1,5,9,1,5,1,2022,12000.0,1.89,13500.0,2.0,1500.0,4.14504412393272,1013
17,하준영,NC,4.62,47,3,0,0,4,1.0,39.0,28.0,3,14,3,44,22,20,1.08,0,0,0,0,164,660,0.194,5,0,3,0,1,2,0,2022,4000.0,0.18,7500.0,3.0,3500.0,4.14504412393272,1013
18,이재학,NC,4.75,26,3,8,0,0,0.273,91.0,75.0,5,54,8,72,56,48,1.42,0,0,5,0,406,1615,0.224,14,2,5,4,0,6,1,2022,18000.0,1.02,20000.0,4.0,2000.0,4.14504412393272,1013
19,류진욱,NC,4.86,51,4,2,0,4,0.667,46.0,0.3,48,31,4,37,29,25,1.71,0,0,0,0,214,897,0.274,7,1,0,4,0,3,1,2022,7500.0,-0.11,7500.0,1.0,0.0,4.14504412393272,1013
22,김진호,NC,6.12,36,4,0,1,0,1.0,42.0,0.6,53,20,1,35,30,29,1.71,0,0,0,0,196,761,0.312,6,0,3,2,0,10,0,2022,3000.0,-0.41,6000.0,3.0,3000.0,4.14504412393272,1013
4,수아레즈,삼성,2.49,30,6,8,0,0,0.429,173.0,0.6,151,50,4,159,61,48,1.16,0,0,19,0,714,2959,0.232,19,0,6,1,0,6,0,2022,70000.0,6.65,90000.0,0.0,20000.0,4.14504412393272,1033
5,뷰캐넌,삼성,3.04,26,11,8,0,0,0.579,160.0,176.0,10,39,8,117,61,54,1.34,1,1,21,0,691,2605,0.279,29,2,9,4,0,2,0,2022,110000.0,5.75,110000.0,0.0,0.0,4.14504412393272,1033
7,우규민,삼성,3.26,60,4,3,1,16,0.571,47.0,55.0,3,6,4,31,21,17,1.3,0,0,0,6,201,778,0.291,11,0,1,1,2,0,1,2022,20000.0,0.54,25000.0,3.0,5000.0,4.14504412393272,1033
8,오승환,삼성,3.32,57,6,2,31,2,0.75,57.0,59.0,8,13,1,51,23,21,1.26,0,0,0,7,239,978,0.263,9,1,1,0,0,1,0,2022,160000.0,1.41,140000.0,1.0,-20000.0,4.14504412393272,1033
9,문용익,삼성,3.35,39,1,2,1,2,0.333,37.0,0.6,31,22,2,23,20,14,1.41,0,0,0,0,163,656,0.23,5,0,2,2,0,2,0,2022,4500.0,0.4,6300.0,3.0,1800.0,4.14504412393272,1033
11,원태인,삼성,3.92,27,10,8,0,0,0.556,165.0,0.3,175,38,4,130,75,72,1.29,0,0,11,0,700,2669,0.27,25,1,5,5,3,3,0,2022,30000.0,4.67,35000.0,0.0,5000.0,4.14504412393272,1033
13,이승현,삼성,4.53,58,2,4,1,14,0.333,47.0,0.6,43,21,3,57,28,24,1.34,0,0,0,3,212,849,0.235,10,1,4,1,2,6,0,2022,10000.0,0.59,12000.0,3.0,2000.0,4.14504412393272,1033
14,이승현,삼성,4.68,54,0,2,0,13,0.0,50.0,48.0,5,22,3,39,26,26,1.4,0,0,0,0,217,894,0.258,14,1,4,2,1,0,0,2022,10000.0,0.59,12000.0,1.0,2000.0,4.14504412393272,1033
15,최충연,삼성,4.7,38,0,1,0,0,0.0,38.0,0.3,39,20,5,29,24,20,1.54,0,0,0,0,177,671,0.265,10,1,3,2,3,3,0,2022,4500.0,0.11,5500.0,3.0,1000.0,4.14504412393272,1033
17,백정현,삼성,5.27,24,4,13,0,0,0.235,124.0,0.6,154,37,9,70,76,73,1.53,0,0,7,0,562,2075,0.302,27,2,4,2,1,9,0,2022,80000.0,1.75,40000.0,2.0,-40000.0,4.14504412393272,1033
21,이재익,삼성,5.94,42,3,2,0,7,0.6,33.0,0.3,41,9,1,21,25,22,1.5,0,0,0,1,149,538,0.304,7,0,3,1,0,0,0,2022,3700.0,-0.01,5700.0,3.0,2000.0,4.14504412393272,1033
22,최하늘,삼성,6.15,14,1,4,0,1,0.2,33.0,0.6,42,15,2,18,23,23,1.69,0,0,0,0,156,622,0.307,4,1,2,0,0,0,1,2022,3000.0,0.33,3600.0,3.0,600.0,4.14504412393272,1033
24,허윤동,삼성,6.55,12,4,3,0,0,0.571,55.0,64.0,8,34,6,36,43,40,1.78,0,0,1,0,264,985,0.298,13,0,2,7,0,2,0,2022,4700.0,0.23,5400.0,1.0,700.0,4.14504412393272,1033
2,김광현,SSG,2.13,28,13,3,0,0,0.813,173.0,0.3,141,45,5,153,48,41,1.07,0,0,19,0,694,2634,0.222,16,2,6,2,2,1,0,2022,810000.0,6.44,100000.0,0.0,-710000.0,4.14504412393272,1034
5,노경은,SSG,3.05,41,12,5,1,7,0.706,79.0,0.6,69,23,4,55,28,27,1.15,0,0,2,5,323,1242,0.238,10,0,3,3,0,5,0,2022,10000.0,2.15,17000.0,4.0,7000.0,4.14504412393272,1034
7,고효준,SSG,3.72,45,1,0,0,7,1.0,38.0,0.6,35,20,2,35,18,16,1.42,0,0,0,1,174,740,0.235,6,2,2,1,2,7,0,2022,4000.0,0.11,8500.0,3.0,4500.0,4.14504412393272,1034
8,최민준,SSG,3.95,51,5,4,0,5,0.556,68.0,0.3,51,34,2,48,37,30,1.24,0,0,0,2,288,1111,0.207,8,1,4,2,2,7,0,2022,6500.0,0.26,13000.0,1.0,6500.0,4.14504412393272,1034
9,서진용,SSG,4.01,68,7,3,21,12,0.7,67.0,0.3,64,36,3,55,32,30,1.49,0,0,0,4,297,1148,0.255,10,1,5,2,3,6,0,2022,18500.0,0.78,26500.0,1.0,8000.0,4.14504412393272,1034
12,오원석,SSG,4.5,31,6,8,0,0,0.429,144.0,158.0,16,58,3,112,79,72,1.5,0,0,11,1,633,2531,0.28,21,2,5,2,1,7,0,2022,6500.0,1.78,14000.0,0.0,7500.0,4.14504412393272,1034
15,박종훈,SSG,6.0,11,3,5,0,0,0.375,48.0,52.0,6,21,8,40,34,32,1.52,0,0,2,0,220,896,0.28,4,1,3,2,0,3,0,2022,180000.0,0.0,50000.0,1.0,-130000.0,4.14504412393272,1034
3,브랜든,두산,2.49,18,11,3,0,0,0.786,104.0,0.6,80,30,12,100,34,29,1.05,0,0,13,0,427,1729,0.213,13,0,8,2,0,3,0,2023,23000.0,3.61,75000.0,2.0,52000.0,4.140846275377147,959
